stage,net,start,end,measured_start,measured_end,geometry_length_grid,external_length_grid,length_grid,target_length_grid,target_length_error_grid,bend_count,crossing_count,path_loss,bend_loss,crossing_loss,total_loss
matching_lut,5,"(0, 40)","(64, 52)","(0, 40)","(64, 52)",152,0,152,152,0,10,0,0.228,0.3,0.0,0.528
matching_lut,6,"(0, 48)","(56, 52)","(0, 48)","(56, 52)",152,0,152,152,0,8,0,0.228,0.24,0.0,0.468
matching_lut,7,"(0, 56)","(60, 56)","(0, 56)","(60, 56)",152,0,152,152,0,10,0,0.228,0.3,0.0,0.528
matching_lut,8,"(0, 64)","(52, 56)","(0, 64)","(52, 56)",152,0,152,152,0,8,0,0.228,0.24,0.0,0.468
matching_lut,9,"(0, 72)","(48, 60)","(0, 72)","(48, 60)",152,0,152,152,0,8,0,0.228,0.24,0.0,0.468
matching_lut,10,"(0, 80)","(56, 60)","(0, 80)","(56, 60)",152,0,152,152,0,10,0,0.228,0.3,0.0,0.528
matching_lut,11,"(0, 88)","(52, 64)","(0, 88)","(52, 64)",152,0,152,152,0,8,0,0.228,0.24,0.0,0.468
matching_lut,12,"(0, 96)","(60, 64)","(0, 96)","(60, 64)",152,0,152,152,0,10,0,0.228,0.3,0.0,0.528
matching_lut,13,"(0, 104)","(56, 68)","(0, 104)","(56, 68)",152,0,152,152,0,8,0,0.228,0.24,0.0,0.468
matching_lut,14,"(0, 112)","(64, 68)","(0, 112)","(64, 68)",152,0,152,152,0,10,0,0.228,0.3,0.0,0.528
matching_lut,15,"(0, 120)","(60, 72)","(0, 120)","(60, 72)",152,0,152,152,0,8,0,0.228,0.24,0.0,0.468
matching_final,0,"(0, 0)","(68, 64)","(0, 0)","(68, 64)",152,0,152,152,0,10,0,0.228,0.3,0.0,0.528
matching_final,1,"(0, 8)","(72, 60)","(0, 8)","(72, 60)",152,0,152,152,0,10,0,0.228,0.3,0.0,0.528
matching_final,2,"(0, 16)","(64, 60)","(0, 16)","(64, 60)",152,0,152,152,0,10,0,0.228,0.3,0.0,0.528
matching_final,3,"(0, 24)","(68, 56)","(0, 24)","(68, 56)",152,0,152,152,0,10,0,0.228,0.3,0.0,0.528
matching_final,4,"(0, 32)","(60, 48)","(0, 32)","(60, 48)",152,0,152,152,0,10,0,0.228,0.3,0.0,0.528
matching_final,5,"(0, 40)","(64, 52)","(0, 40)","(64, 52)",152,0,152,152,0,10,0,0.228,0.3,0.0,0.528
matching_final,6,"(0, 48)","(56, 52)","(0, 48)","(56, 52)",152,0,152,152,0,10,0,0.228,0.3,0.0,0.528
matching_final,7,"(0, 56)","(60, 56)","(0, 56)","(60, 56)",152,0,152,152,0,10,0,0.228,0.3,0.0,0.528
matching_final,8,"(0, 64)","(52, 56)","(0, 64)","(52, 56)",152,0,152,152,0,10,0,0.228,0.3,0.0,0.528
matching_final,9,"(0, 72)","(48, 60)","(0, 72)","(48, 60)",152,0,152,152,0,10,0,0.228,0.3,0.0,0.528
matching_final,10,"(0, 80)","(56, 60)","(0, 80)","(56, 60)",152,0,152,152,0,10,0,0.228,0.3,0.0,0.528
matching_final,11,"(0, 88)","(52, 64)","(0, 88)","(52, 64)",152,0,152,152,0,10,0,0.228,0.3,0.0,0.528
matching_final,12,"(0, 96)","(60, 64)","(0, 96)","(60, 64)",152,0,152,152,0,10,0,0.228,0.3,0.0,0.528
matching_final,13,"(0, 104)","(56, 68)","(0, 104)","(56, 68)",152,0,152,152,0,10,0,0.228,0.3,0.0,0.528
matching_final,14,"(0, 112)","(64, 68)","(0, 112)","(64, 68)",152,0,152,152,0,10,0,0.228,0.3,0.0,0.528
matching_final,15,"(0, 120)","(60, 72)","(0, 120)","(60, 72)",152,0,152,152,0,10,0,0.228,0.3,0.0,0.528
